find_number,material_category,material,start_date,end_date,level_1_of_the_functional_classification,level_2_of_the_functional_classification,ceramics_rim_eve_estimated_vessel_equivalent,ceramics_base_eve_estimated_vessel_equivalent,ceramics_reconstructed_object_diameter_in_mm,ceramics_reconstructed_object_height_in_mm,ceramics_surface_treatment,ceramics_decoration_technique,ceramics_image_type,ceramics_mark
NZR2.00833CER002,CER,whiteware,1800,1900,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,100,0,75,40,lead-glaze with copper oxide outside,NULL,NULL,NULL
NZR2.00833CER089,CER,industrial ware: white,1775,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,20,130,30,lead-glaze,enamelled,NULL,NULL
NZR2.00833CER096,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,5,260,30,lead-glaze with blue underglaze,blue-white,NULL,NULL
NZR2.00833CER098,CER,industrial ware: white,1760,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,25,220,20,lead-glaze,overall white,NULL,NULL
NZR2.00833CER100,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,55,260,40,lead-glaze,overall white,NULL,NULL
NZR2.00833CER102,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",35,75,210,15,lead-glaze,overall white,NULL,NULL
NZR2.00833CER107,CER,industrial ware: white,1820,1826,Food Processing & Consumption,Consumption: drinking,35,30,135,30,lead-glaze,overall white,NULL,"Dixon, Austin & Co"
NZR2.00839CER102,CER,industrial ware: white,1775,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,25,260,27,lead-glaze,overall white,NULL,NULL
NZR2.00839CER103,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,20,250,20,lead-glaze,overall white,NULL,NULL
NZR2.00839CER104,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,10,260,20,lead-glaze,overall white,NULL,NULL
NZR2.00839CER105,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,25,250,25,lead-glaze,overall white,NULL,NULL
NZR2.00839CER109,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",30,5,250,40,lead-glaze,overall white,NULL,NULL
NZR2.00839CER110,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,50,250,40,lead-glaze,overall white,NULL,NULL
NZR2.00839CER111,CER,industrial ware: white,1775,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",45,25,240,25,lead-glaze,overall white,NULL,NULL
NZR2.00839CER154,CER,"redware, slip: Werra",1580,1630,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,5,300,40,inside lead-glaze,"slipware, sgraffito",NULL,NULL
NZR2.00846CER032,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,20,210,20,lead-glaze,overall white,NULL,NULL
NZR2.00848CER030,CER,faience: Holland,1650,1725,Food Processing & Consumption,"Food consumption: plate, dish, bowl",50,60,230,40,tin-glaze,overall white,NULL,NULL
NZR2.00848CER041,CER,porcelain: KhangXi,1675,1725,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,10,220,25,"feldspar, painted with blue underglaze",blue-white,floral motif,NULL
NZR2.00848CER051,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,30,260,25,lead-glaze,overall white,NULL,NULL
NZR2.00848CER052,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,20,205,20,lead-glaze,overall white,NULL,NULL
NZR2.00848CER054,CER,maiolica,1650,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,50,220,32,tin-glaze inside and lead-glaze outside,blue-white,ornamental,NULL
NZR2.00848CER075,CER,redware,1750,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,100,140,85,lead-glaze with slip inside,slipware; slip and slip-cup decoration,NULL,NULL
NZR2.00851CER010,CER,porcelain: Europe,1800,1850,Food Processing & Consumption,Consumption: drinking,20,40,130,30,"feldspar glaze, painted with enamel overglaze",gilded,NULL,NULL
NZR2.00851CER016,CER,industrial ware: white,1850,1900,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,15,250,25,lead-glaze,overall white,NULL,NULL
NZR2.00851CER019,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",5,25,140,25,lead-glaze with blue underglaze,blue-white,floral motif,NULL
NZR2.00853CER021,CER,maiolica,1650,1700,Food Processing & Consumption,"Food consumption: plate, dish, bowl",40,50,320,50,tin-glaze inside and lead-glaze outside,blue-white,floral motif,NULL
NZR2.00854CER038,CER,porcelain: China,1700,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,10,140,30,"feldspar, painted with blue underglaze",blue-white,floral motif,NULL
NZR2.00854CER039,CER,porcelain: Europe,1774,1784,Food Processing & Consumption,Consumption: drinking,30,30,120,25,"feldspar glaze, painted, blue underglaze, enamel overglaze",enamelled,floral motif,M.o.L.
NZR2.00854CER050,CER,industrial ware: white,1855,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,40,140,25,lead-glaze,overall white,NULL,P. Regout 7
NZR2.00854CER058,CER,industrial ware: white,1800,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,10,200,15,lead-glaze,overall white,NULL,NULL
NZR2.00947CER010,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,10,140,25,lead-glaze with blue underglaze,blue-white,floral motif,NULL
NZR2.00947CER017,CER,industrial ware: white,1760,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,20,260,30,lead-glaze,overall white,NULL,NULL
NZR2.00999CER092,CER,industrial ware: white,1800,1850,Food Processing & Consumption,Consumption: drinking,10,10,120,25,lead-glaze,"transfer printing, blue",chinese decor,NULL
NZR2.00999CER099,CER,porcelain: Europe,1850,1900,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,10,220,20,feldspar glaze,overall white,NULL,NULL
NZR2.00999CER102,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,15,250,25,lead-glaze,enamelled,NULL,NULL
NZR2.00999CER106,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,20,140,30,lead-glaze,overall white,NULL,NULL
NZR2.00999CER111,CER,industrial ware: white,1803,1874,Food Processing & Consumption,Consumption: drinking,5,20,130,28,lead-glaze,overall white,NULL,Moore & Co
NZR2.01014CER023,CER,porcelain: China,1700,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",5,25,220,30,"feldspar, painted with blue underglaze",blue-white,floral motif,NULL
NZR2.00839CER056,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,20,140,30,lead-glaze,"transfer printing, red",landscape,NULL
NZR2.00839CER059,CER,industrial ware: white,1850,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,10,140,25,lead-glaze,"transfer printing, blue",floral motif,NULL
NZR2.00839CER062,CER,industrial ware: white,1800,1850,Food Processing & Consumption,Consumption: drinking,15,15,100,20,lead-glaze with blue underglaze,blue-white,floral motif,NULL
NZR2.00839CER064,CER,industrial ware: white,1825,1875,Food Processing & Consumption,Consumption: drinking,5,65,80,55,lead-glaze,luster,floral motif,NULL
NZR2.00839CER066,CER,industrial ware: white,1840,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,25,140,25,lead-glaze,overall white,NULL,NULL
NZR2.00839CER092,CER,industrial ware: white,1775,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,10,95,25,lead-glaze,enamelled,NULL,NULL
NZR2.00839CER094,CER,industrial ware: white,1850,1900,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,10,250,23,lead-glaze,overall white,NULL,NULL
NZR2.00839CER097,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,5,260,17,lead-glaze,overall white,NULL,NULL
NZR2.00839CER100,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",35,40,220,20,lead-glaze,overall white,NULL,Wedgwood
NZR2.00840CER001,CER,faience: French,1625,1675,Food Processing & Consumption,Consumption: drinking,100,100,105,115,tin-glaze,overall white,NULL,NULL
NZR2.00844CER010,CER,porcelain: Europe,1825,1875,Food Processing & Consumption,Consumption: drinking,20,30,135,30,"feldspar glaze, painted with enamel overglaze",enamelled,floral motif,NULL
NZR2.00846CER010,CER,porcelain: Japan,1660,1680,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,15,250,45,"feldspar, painted with blue underglaze",blue-white,NULL,NULL
NZR2.00846CER031,CER,industrial ware: white,1775,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,250,35,lead-glaze,overall white,NULL,NULL
NZR2.00848CER080,CER,"redware, slip: Lower Rhine region",1700,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",50,35,190,27,inside lead-glaze,"slipware, dotting",NULL,NULL
NZR2.00848CER081,CER,redware,1700,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",35,30,195,40,lead-glaze,NULL,NULL,NULL
NZR2.00848CER082,CER,redware,1650,1700,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,100,210,52,lead-glaze and inside slip,NULL,NULL,NULL
NZR2.00848CER086,CER,redware: Frankfurt tradition,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",5,5,400,70,lead-glaze and inside slip,slipware,NULL,NULL
NZR2.00848CER117,CER,redware,1600,1700,Food Processing & Consumption,Consumption: drinking,10,100,155,215,inside lead-glaze,NULL,NULL,NULL
NZR2.00852CER011,CER,porcelain: famille verte,1675,1725,Food Processing & Consumption,Consumption: drinking,15,35,120,20,"feldspar glaze, painted with enamel overglaze","enamelled, famille verte",floral motif,NULL
NZR2.00852CER022,CER,industrial ware: white,1760,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,260,25,lead-glaze,overall white,NULL,NULL
NZR2.00852CER023,CER,industrial ware: white,1775,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,5,260,30,lead-glaze,overall white,NULL,NULL
NZR2.00852CER024,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",35,20,240,40,lead-glaze,overall white,NULL,NULL
NZR2.00854CER084,CER,industrial ware: white,1750,1770,Food Processing & Consumption,Consumption: drinking,NULL,25,75,74,lead-glaze,enamelled,floral motif,NULL
NZR2.00854CER132,CER,redware: Frankfurt tradition,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,10,340,70,lead-glaze and inside slip,slipware,NULL,NULL
NZR2.00854CER133,CER,redware: Frankfurt tradition,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,5,160,50,lead-glaze and inside slip,slipware,NULL,NULL
NZR2.00855CER016,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,15,220,20,lead-glaze,overall white,NULL,NULL
NZR2.00883CER027,CER,porcelain: Europe,1775,1850,Food Processing & Consumption,Consumption: drinking,10,25,135,30,"feldspar, painted with blue underglaze",blue-white,floral motif,NULL
NZR2.00883CER029,CER,industrial ware: white,1850,1900,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,35,150,30,lead-glaze,overall white,NULL,NULL
NZR2.00883CER040,CER,industrial ware: white,1760,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,250,20,lead-glaze,overall white,NULL,NULL
NZR2.00883CER043,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,15,220,20,lead-glaze,overall white,NULL,NULL
NZR2.00883CER046,CER,industrial ware: white,1800,1850,Food Processing & Consumption,Consumption: drinking,15,15,130,25,lead-glaze with blue underglaze,blue-white,floral motif,NULL
NZR2.00884CER004,CER,porcelain: KhangXi,1700,1725,Food Processing & Consumption,Consumption: drinking,15,85,60,30,"feldspar, painted with blue underglaze",imari,floral motif,NULL
NZR2.00886CER015,CER,porcelain: China,1725,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,35,150,30,"feldspar, painted with blue underglaze",blue-white,landscape,NULL
NZR2.00886CER034,CER,redware,1675,1725,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,25,140,28,lead-glaze with slip inside,slip inside copper oxide glazing,NULL,NULL
NZR2.00888CER002,CER,industrial ware: white,1760,1800,Food Processing & Consumption,Consumption: drinking,100,NULL,65,25,lead-glaze,overall white,NULL,NULL
NZR2.00888CER032,CER,industrial ware: white,1760,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,15,320,30,lead-glaze,overall white,NULL,NULL
NZR2.00888CER033,CER,industrial ware: white,1775,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,20,250,25,lead-glaze,overall white,NULL,NULL
NZR2.00888CER036,CER,faience: French,1775,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,0,270,30,tin-glaze,polychrome,text/inscriptions,NULL
NZR2.00915CER001,CER,whiteware,1800,1900,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,80,0,90,30,lead-glaze with copper oxide outside,NULL,NULL,NULL
NZR2.00932CER001,CER,porcelain: Germany,1920,1936,Food Processing & Consumption,Consumption: drinking,80,100,85,15,"feldspar glaze, painted with enamel overglaze",transfer printing,floral motif,NULL
NZR2.00932CER128,CER,redware,1775,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,440,70,inside lead-glaze,NULL,NULL,NULL
NZR2.00933CER009,CER,porcelain: China,1725,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,10,240,25,"feldspar, painted with blue underglaze",blue-white,floral motif,NULL
NZR2.00933CER015,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,5,250,25,lead-glaze,overall white,NULL,NULL
NZR2.00934CER041,CER,industrial ware: white,1850,1900,Food Processing & Consumption,Consumption: drinking,10,5,130,20,lead-glaze,"transfer printing, purple",floral motif,NULL
NZR2.00934CER043,CER,industrial ware: white,1800,1850,Food Processing & Consumption,Consumption: drinking,20,20,120,25,lead-glaze,"transfer printing, brown",genre scene,NULL
NZR2.00934CER047,CER,industrial ware: white,1825,1875,Food Processing & Consumption,Consumption: drinking,20,30,130,25,lead-glaze,"transfer printing, blue",genre scene,NULL
NZR2.00934CER050,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,25,115,27,lead-glaze,"enamelled, polychrome",floral motif,NULL
NZR2.00938CER014,CER,porcelain: KhangXi,1700,1725,Food Processing & Consumption,Consumption: drinking,45,10,80,45,"feldspar, painted with blue underglaze",blue-white,human figure,NULL
NZR2.00938CER016,CER,porcelain: Europe,1900,1936,Food Processing & Consumption,"Food consumption: plate, dish, bowl",40,60,145,15,"feldspar glaze, painted, blue underglaze, enamel overglaze",NULL,NULL,NULL
NZR2.00938CER026,CER,redware,1650,1700,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,25,265,45,inside lead-glaze,NULL,NULL,NULL
NZR2.00938CER028,CER,redware,1575,1650,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,100,135,80,inside lead-glaze,NULL,NULL,NULL
NZR2.00939CER044,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,5,250,40,lead-glaze with blue underglaze,blue-white,NULL,NULL
NZR2.00939CER047,CER,maiolica,1650,1700,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,100,340,65,tin-glaze inside and lead-glaze outside,blue-white,Coat of arms/heraldry,NULL
NZR2.00940CER001,CER,industrial ware: white,1760,1825,Food Processing & Consumption,Consumption: drinking,100,NULL,75,50,lead-glaze,overall white,NULL,NULL
NZR2.00940CER005,CER,industrial ware: white,1760,1800,Food Processing & Consumption,Consumption: drinking,60,0,110,40,lead-glaze,overall white,NULL,NULL
NZR2.00942CER037,CER,redware,1650,1725,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,15,15,500,90,lead-glaze,NULL,NULL,NULL
NZR2.00943CER030,CER,redware,1625,1675,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,65,35,180,77,inside lead-glaze,NULL,NULL,NULL
NZR2.00948CER031,CER,"redware, slip",1650,1725,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,25,210,52,inside lead-glaze,slipware,NULL,NULL
NZR2.00950CER021,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,25,150,40,lead-glaze,overall white,NULL,NULL
NZR2.00950CER028,CER,industrial ware: white,1775,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,20,190,20,lead-glaze,overall white,NULL,NULL
NZR2.00950CER033,CER,industrial ware: white,1850,1900,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,10,200,17,lead-glaze,overall white,NULL,NULL
NZR2.00950CER035,CER,industrial ware: white,1800,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",60,5,260,20,lead-glaze,overall white,NULL,NULL
NZR2.00950CER061,CER,redware,1700,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,40,190,46,lead-glaze,NULL,NULL,NULL
NZR2.00951CER017,CER,redware,1525,1600,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,50,180,85,inside lead-glaze,NULL,NULL,NULL
NZR2.00952CER001,CER,industrial ware: white,1800,1875,Food Processing & Consumption,Consumption: drinking,85,NULL,80,30,lead-glaze,overall white,NULL,NULL
NZR2.00952CER014,CER,industrial ware: white,1800,1830,Food Processing & Consumption,Consumption: drinking,25,15,55,30,lead-glaze,"enamelled, polychrome",geometric patterns,NULL
NZR2.00954CER020,CER,industrial ware: white,1775,1825,Food Processing & Consumption,Consumption: drinking,75,100,70,40,lead-glaze with blue underglaze,blue-white,floral motif,NULL
NZR2.00954CER024,CER,industrial ware: white,1760,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",35,15,340,40,lead-glaze,overall white,NULL,NULL
